FAM_Product_Name,FAM_Restaurant_Location_Name,Vendor_Name,Vendor_Item_Code,Vendor_Item_Description,Vendor_UOM,Inventory_UOM,Pack_qty,Size_qty,Size_UOM,Last Purchased Date,Last Purchased Price ($)
,Lea James Hot Chicken,Jorge Garza,58897_XC10447737,Extra Melt | Yellow,cs,,1,1,,3/10/25,144
,Lea James Hot Chicken,RESTAURANT DEPOT,3500053122,FABULOSO LAVENDER,cs,,1,169,fl,10/21/23,16.78
,Lea James Hot Chicken,FAM Group ,6900,FAM,,,1,1,,7/23/23,3240.4
"N/A Bev, Soda, Fresa, Fanta",Lea James Hot Chicken,ALVARADO'S,165826_XC12097645,FANTA FRESA 24 |16 OZ,cs,ea,24,16,oz,4/22/25,36
"N/A Bev, Soda, Fanta, Orange, Mexican",Lea James Hot Chicken,ALVARADO'S,165826_XC12097643,FANTA ORANGE 24 |16 OZ,cs,ea,24,16,fl,4/22/25,35
"N/A Bev, SODA ORANGE MEXICAN GLASS",Lea James Hot Chicken,Jorge Garza,58897_XC10172096,Fanta | Orange 500ml | 24ct,cs,ea,24,500,ml,2/11/25,39.75
"N/A Bev, Soda, Fanta, Orange, Mexican",Lea James Hot Chicken,"JAKES, INC.",472265,FANTA ORANGE MEXICAN,cs,each,24,500,ml,6/9/25,39.5
,Lea James Hot Chicken,RESTAURANT DEPOT,76069502634,FF BIGC 5/16 CLRCT,case,,27,1,lb,10/21/23,55.47
,Lea James Hot Chicken,US Foods,4833984,FILM  12 X2000' PLST RL SLIDE,cs,,1,12,in,1/26/24,13.66
,Lea James Hot Chicken,"JAKES, INC.",FILM05,FILM 18X2M CUTTER BOX,cs,,1,1,roll,9/16/24,26.48
"Non Con, Film, 18x2M, Cutter Box",Lea James Hot Chicken,"JAKES, INC.",FILM36,FILM 18X2M CUTTER BOX,ea,,1,1,roll,6/9/25,25.81
"Protein, Catfish, Fillet, Fresh",Lea James Hot Chicken,"JAKES, INC.",FISH14,FISH CATFISH 5-7 FILLET DOMES,lb,,1,1,lb,3/18/25,5.91
"Seafood, Cod, Loin",Lea James Hot Chicken,"JAKES, INC.",FIS035,FISH COD PACIFIC LOIN 6 OZ,cs,,1,10,lb,5/20/25,7
"Seafood, Haddock, Yuengling Beer Coated",Lea James Hot Chicken,"JAKE'S, INC.",VFSH52,FISH HADDOCK 6OZ YUENGLING,lb,,1,10,lb,3/28/25,9.23
,Lea James Hot Chicken,US Foods,4341632,FLOUR  AP HOTEL   RSTNT FINE,cs,,1,25,lb,9/10/24,11.55
,Lea James Hot Chicken,US Foods,4060802,FLOUR  AP HOTEL   RSTNT PETER,cs,,1,25,lb,3/18/24,11.24
"Dry Goods, Flour, All Purpose, White",Lea James Hot Chicken,"JAKES, INC.",FLOR33,FLOUR H AND R ALL PURPOSE,bag,,1,25,lb,6/9/25,9.79
"Dry Goods, Flour, All Purpose, White",Lea James Hot Chicken,"JAKE'S, INC.",FLOR33,FLOUR H AND R ALL PURPOSE,bag,,1,25,lb,5/26/25,9.79
,Lea James Hot Chicken,"JAKES, INC.",FLOR32,FLOUR HAND R ALL PURPOSE,bag,,1,25,lb,1/13/25,17.98
"Dry Goods, Flour, All Purpose, White",Lea James Hot Chicken,US Foods,FLOR33,FLOUR H AND R ALL PURPOSE DRY,each,,1,25,lb,6/30/25,10.33
"Dry Goods, Flour, All Purpose, White",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,FLOUR H&R,cs,,1,25,lb,4/15/25,7.4
,Lea James Hot Chicken,US Foods,1017864,FORK  CTLY PP PHB BLCK CRBN NG,cs,,1,500,ea,4/24/24,30.98
,Lea James Hot Chicken,US Foods,8739732,FORK  HW BLK PLYST BULK PLST,cs,ea,1000,1,ea,12/31/24,25.35
,Lea James Hot Chicken,ALTAMIRA LTD.,7,Freight | Fuel Charges,cs,,1,1,ea,3/19/25,551.51
"N/A Bev, Soda, Fresca, Mexican",Lea James Hot Chicken,Jorge Garza,58897_XC11270014,Fresca | Mex,cs,ea,24,16,oz,3/10/25,43.5
,Lea James Hot Chicken,GORDON FOOD SERVICES,909259,"FRIES 3|8"" S|C",cs,ea,6,5,lb,11/29/24,33.35
"Frozen, Potato, French Fries, Frozen",Lea James Hot Chicken,"JAKE'S, INC.",FRY057,"FRIES 3|8"" sc CLEAR COAT",cs,ea,6,4.5,lb,6/2/25,35.5
"Frozen, Potato, French Fries, Frozen",Lea James Hot Chicken,"JAKES, INC.",FRY057,FRIES 3|8'' SC CLEAR COAT,cs,ea,6,4.5,lb,6/9/25,35.5
,Lea James Hot Chicken,"JAKE'S, INC.",FRFD70,"FRIES 3|8"" SC L EXTRA CRISPY",cs,,6,5,lb,10/27/23,49
"Frozen, Potato, French Fries, Frozen",Lea James Hot Chicken,US Foods,FRY057,FRIES SC CLEAR COAT,cs,ea,6,4.5,lb,7/2/25,35.75
,Lea James Hot Chicken,RESTAURANT DEPOT,8.02E+11,FRY PAN COATED 8IN,ea,,1,1,each,10/21/23,17.54
"Seafood, Cod, Battered, Wedges, Frozen",Lea James Hot Chicken,RESTAURANT DEPOT,73538020154,FSH COD HEDGE 2Z,cs,ea,32,2,oz,5/20/25,39.58
,Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,41112040,FUEL SURCHARGE,ea,,1,4.8,lb,7/1/25,4
"Dry Goods, Oil, Canola, Clear, Frying",Lea James Hot Chicken,Jorge Garza,58897_XC10911651,Gal===== Canola.,cs,,1,35,lb,12/9/24,40.5
"Produce, Lemon Juice",Lea James Hot Chicken,Jorge Garza,58897_XC11090807,Gal Lemon Juice,cs,,1,0.5,gal,1/13/25,7.49
,Lea James Hot Chicken,Jorge Garza,58897_XC10911650,Gallon == Distilled Vinegar,cs,,1,1,gallon,12/9/24,4.89
"Dry Goods, Honey, Natural, by Volume",Lea James Hot Chicken,Jorge Garza,58897_XC11281491,Gallon======Pure Honey,ea,,1,1,gal,1/24/25,39.75
,Lea James Hot Chicken,Chefs Produce,401,GARLIC PEELED SPANISH,cs,,4,5,lb,4/23/24,26.5
"Produce, Garlic, White, Whole Cloves",Lea James Hot Chicken,US Foods,7489339,GARLIC  WHT WHL CLOVE PLD REF,cs,,4,5,lb,7/25/24,18.83
"Dry Goods, Spice, Ghost Pepper",Lea James Hot Chicken,Jorge Garza,58897_XC11189472,Ghost Pepper Powder.,each,,1,8,oz,1/13/25,29.95
"Produce, Ginger Root, Fresh",Lea James Hot Chicken,Chefs Produce,424,GINGER ROOT,cs,,1,25,lb,5/23/24,5.34
Non Con. Nitrile Gloves,Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,GLOVE NIT BLK M,ea,ea,10,100,ea,5/13/25,36.87
,Lea James Hot Chicken,US Foods,4577810,GLOVE  NTRLE XL PF BLK AMBDX,cs,,4,250,each,9/5/24,55.01
"Non Con, Gloves, Vinyl",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,GLOVE PF VINYL LG SUNSET,case,ea,12,100,each,5/13/25,29.05
"Non Con, Gloves, Vinyl",Lea James Hot Chicken,RESTAURANT DEPOT,1120155,GLOVE PF VINYL XLG SUNSET,unit,,1,1,ea,4/17/25,30.22
"Non Con, Gloves, Vinyl",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,GLOVE POLY XL,cs,ea,10,500,ea,4/2/25,22.99
,Lea James Hot Chicken,"JAKES, INC.",GLOV57,GLOVES NITRILE BLK EXTRA LARG,ea,,10,100,count,12/5/23,65.03
,Lea James Hot Chicken,"JAKE'S, INC.",GLOV58,GLOVES NITRILE BLK LARGE PF,cs,,10,100,count,9/5/23,65.11
"Non Con, GLOVES NITRILE LG BLK PF",Lea James Hot Chicken,"JAKES, INC.",GLV023,GLOVES NITRILE LG BLK PF,case,,10,100,each,4/30/24,61.2
Non Con. Nitrile Gloves,Lea James Hot Chicken,US Foods,GLV044,GLOVES NITRILE LG BLK PF,cs,ea,10,100,ct,6/30/25,47.96
Non Con. Nitrile Gloves,Lea James Hot Chicken,"JAKE'S, INC.",GLV044,GLOVES NITRILE LG BLK PF,cs,ea,10,100,ct,5/26/25,41.58
"Non Con, GLOVES NITRILE LG BLK PF",Lea James Hot Chicken,"JAKES, INC.",GLOV58,GLOVES NITRILE LG BLK PF,ea,each,10,100,count,12/26/23,65.11
"Non Con, GLOVES NITRILE LG BLK PF",Lea James Hot Chicken,"JAKE'S, INC.",GLV023,GLOVES NITRILE LG BLK PF,cs,,10,100,count,4/23/24,61.2
Non Con. Nitrile Gloves,Lea James Hot Chicken,US Foods,GLV043,GLOVES NITRILE MED BLK PF,cs,ea,10,100,ct,6/16/25,41.58
Non Con. Nitrile Gloves,Lea James Hot Chicken,"JAKE'S, INC.",GLV043,GLOVES NITRILE MED BLK PF,cs,ea,10,100,count,5/26/25,41.58
Non Con. Nitrile Gloves,Lea James Hot Chicken,US Foods,GLV045,GLOVES NITRILE\X1 BLK PF,cs,ea,10,100,ct,6/16/25,41.58
,Lea James Hot Chicken,"JAKES, INC.",GLV022,GLOVES NITRILE XL BLK PF,cs,ea,10,100,count,8/26/24,66.58
,Lea James Hot Chicken,"JAKE'S, INC.",GLOV57,GLOVES NITRILE XL BLK PF,case,,1,1,,12/12/23,65.03
,Lea James Hot Chicken,"JAKE'S, INC.",GLV022,GLOVES NITRILE XL BLK PF,cs,ea,10,100,ct,8/19/24,66.58
"Non Con, Gloves, Vinyl",Lea James Hot Chicken,RESTAURANT DEPOT,1120154,GLOVE VNL LG PF,case,each,10,100,each,4/22/25,30.1
"Non Con, GLOVES NITRILE LG BLK PF",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,GLV EXAM NIT BL LG,case,ea,10,100,ea,4/2/25,3.5
,Lea James Hot Chicken,Jorge Garza,58897_XC7732752,Grapefruit,cs,,48,1,lb,8/28/24,37
"Produce, GRAPEFRUIT ISRAELI RED",Lea James Hot Chicken,Chefs Produce,2806,GRAPEFRUIT ISRAELI RED,cs,,1,35,ct,7/7/23,25.63
"Produce, GRAPEFRUIT ISRAELI RED",Lea James Hot Chicken,Chefs Produce,2712,GRAPEFRUIT ISRAELI RED,cs,each,32,1,count,6/12/23,46.75
"Produce, GRAPEFRUIT RUBY",Lea James Hot Chicken,Chefs Produce,406,GRAPEFRUIT RUBY,cs,each,32,1,count,8/9/23,45.5
"Produce, GRAPEFRUIT RUBY",Lea James Hot Chicken,Chefs Produce,409,GRAPEFRUIT RUBY,cs,,1,32,count,8/1/23,24.98
,Lea James Hot Chicken,Chefs Produce,2379,GRAPEFRUIT RUBY,cs,,27,1,count,9/2/23,36
,Lea James Hot Chicken,Chefs Produce,448,GRAPES RED SEEDLESS,ea,,1,1,,12/18/23,5.5
"Produce, CABBAGE GREEN SHREDDED",Lea James Hot Chicken,Jorge Garza,58897_XC10447734,"Green Cabbage | Local""""",lb,,1,1,lb,10/15/24,0.79
,Lea James Hot Chicken,US Foods,5327846,"GREEN, CLRD CHPD DMSTC IQF FZN",cs,each,12,2,lb,12/31/24,48.26
,Lea James Hot Chicken,US Foods,4034831,GREEN  CLRD FRESH REF,cs,,24,1,each,9/10/24,30.75
"Produce, Pepper, Jalapeno",Lea James Hot Chicken,Jorge Garza,58897_XC9299988,Green Jalapeno,lb,,1,1,lb,11/11/24,1.39
"Produce, Kale, Green, Fresh, by Count",Lea James Hot Chicken,Jorge Garza,58897_XC10943904,Green Kale,cs,,1,24,ct,1/27/25,28.5
"Produce, Onions, Green",Lea James Hot Chicken,Jorge Garza,58897_XC28467,Green Onion,ea,,1,1,ea,3/10/25,0.79
"Produce, Onions, Green",Lea James Hot Chicken,Jorge Garza,58897_XC10566294,Green Onion.,ea,,1,1,ea,1/27/25,0.69
,Lea James Hot Chicken,Jorge Garza,58897_XC37782,Green Onion/Iceless,case,,1,1,,3/24/25,24.75
,Lea James Hot Chicken,Jorge Garza,58897_XC10666668,Green Onion|lceless.,cs,,1,48,ct,11/29/24,25.5
"Produce, Collard Green, Frozen, Chopped",Lea James Hot Chicken,"JAKES, INC.",FVEG13,GREENS COLLARD CHOPPED 'A',ea,ea,12,3,lb,2/4/25,48.23
Non con GRILL BRICK,Lea James Hot Chicken,US Foods,2948859,GRILL BRICK  4X3.5X8 GLS DUST,cs,,12,1,each,11/10/23,29.65
"Produce, Pepper, Guajillo chili",Lea James Hot Chicken,TEXAS FINESS,187330_XC8957036,Guajillo chili,lb,,1,1,lb,4/22/24,6
"Produce, Pepper, Habanero",Lea James Hot Chicken,TEXAS FINESS,187330_XC8957040,Habanero,cs,,1,1,lb,4/22/24,2.5
,Lea James Hot Chicken,Jorge Garza,58897_XC7781395,Habanero,lb,,1,1,,9/2/24,3.49
"Non Con, Hairnet, Nylon, Black",Lea James Hot Chicken,US Foods,3507308,"HAIRNET, NYLON 24"" BLK LW",cs,,20,144,each,5/24/24,13.72
,Lea James Hot Chicken,"JAKE'S, INC.",MATC43,HAIRNETS BLACK,cs,ea,1,144,count,12/20/24,20.22
,Lea James Hot Chicken,"JAKES, INC.",HAM014,HAM SLCD 1OZ PREM HARDWOOD,cs,,4,3,lb,10/6/23,84.5
,Lea James Hot Chicken,US Foods,4035833,HAM  SLCD .67 Z W A HONY REF,ca,ea,6,2,lb,11/2/23,66.03
"Dairy, Cream, Heavy",Lea James Hot Chicken,Jorge Garza,58897_XC10172100,"Heavy Cream 40% |Hiland""""",qt,,1,1,gal,2/25/25,5.43
,Lea James Hot Chicken,GORDON FOOD SERVICES,225614,HONEY 4-6# GCHC,cs,lb,4,6,lb,11/21/24,37.43
,Lea James Hot Chicken,US Foods,3737152,HONEY  AMBR LIGHT PLST JAR,cs,ea,6,5,lb,4/19/24,20.56
"Dry Goods, Honey, Natural",Lea James Hot Chicken,"JAKES, INC.",SYRP67,HONEY CLOVER AMBER NATURAL,ea,,1,5,lb,6/9/25,18.77
"Dry Goods, Honey, Natural",Lea James Hot Chicken,"JAKE'S, INC.",SYRP67,HONEY CLOVER AMBER NATURAL,bottle,,1,5,pound,12/13/24,19.02
"Dry Goods, Honey, Natural",Lea James Hot Chicken,US Foods,SYRP67,HONEY CLOVERAMBER NATURAL,cs,ea,6,5,lb,6/23/25,18.77
"Dry Goods, Blue Cheese, Dry Mix",Lea James Hot Chicken,RESTAURANT DEPOT,71100210057,HVR BLUE CHEESE MX,ea,ea,18,3,oz,4/1/25,58.35
,Lea James Hot Chicken,US Foods,4027631,"ID, FAN 1|2 SZ FLT ALUM IGO EA THITRALSGRP",cs,,1,100,ea,11/17/23,23.42
"Dry Goods, Jalapenos, Sliced",Lea James Hot Chicken,RESTAURANT DEPOT,7.42E+11,JALAP NACHO SLICED #10,ea,,1,10,lb,3/28/25,7.54
"N/A Bev, Soda, Jarritos, Strawberry",Lea James Hot Chicken,Jorge Garza,58897_XC11725424,Jarritos | Fresa12oz,cs,ea,24,12,oz,3/24/25,31.5
"N/A Bev,  Soda, Jarritos, Grapefruit",Lea James Hot Chicken,Jorge Garza,58897_XC10172098,Jarritos | Grapefruit12oz,cs,,1,2,oz,11/19/24,28.5
"N/A Bev, Soda, Jarritos, Lime",Lea James Hot Chicken,RESTAURANT DEPOT,90478410050,JARRITOS LIME,cs,ea,24,1,ea,4/2/25,23.27
"N/A Bev, Soda, Mandarin, Jarritos",Lea James Hot Chicken,RESTAURANT DEPOT,90478410012,JARRITOS MANDARIN,case,each,24,12.5,oz,4/2/25,23.59
"N/A Bev, Soda, Mandarin, Jarritos",Lea James Hot Chicken,RESTAURANT DEPOT,19514,JARRITOS MANDARIN 12.5Z,cs,ea,24,12.5,oz,4/17/25,23.59
"N/A Bev, Soda, Jarritos, Strawberry",Lea James Hot Chicken,RESTAURANT DEPOT,90478410098,JARRITOS STRAUBERY 12.52,each,ea,24,12.5,oz,4/2/25,23.27
"N/A Bev, Soda, Jarritos, Strawberry",Lea James Hot Chicken,RESTAURANT DEPOT,20260,JARRITOS STRAWBERY 12.5Z,cs,ea,24,12.5,oz,4/17/25,23.27
"N/A Bev, Soda, Duranzo, Joya",Lea James Hot Chicken,ALVARADO'S,165826_XC12097642,JOYA DURAZNO 16 OZ,ea,ea,24,16,oz,4/22/25,38
"N/A Bev, Soda, Pina, Joya",Lea James Hot Chicken,ALVARADO'S,165826_XC12097644,JOYA PINA 4|500 ML,cs,ea,24,500,ml,4/22/25,40
,Lea James Hot Chicken,US Foods,6378798,"JUICE, LPiH RECON BTL SHLF",cs,,4,1,gallon,8/26/24,13.35
"Produce, Carrots, Jumbo, Fresh",Lea James Hot Chicken,Jorge Garza,58897_XC6949630,Jumbo Carrot,cs,,1,50,lb,2/4/25,23.5
"Produce, Onions, Yellow",Lea James Hot Chicken,Jorge Garza,58897_XC10610694,Jumbo Yellow Onion.,case,,1,50,lb,3/24/25,19.95
,Lea James Hot Chicken,Chefs Produce,80431,KALE CHOPPED 2x2 NO STEM - HC,lb,,1,1,lb,8/9/23,5.25
"Produce, Kale, Green, Fresh, by Count",Lea James Hot Chicken,Chefs Produce,130,KALE GREEN 24CT,cs,,1,24,ct,8/1/23,29.75
,Lea James Hot Chicken,Chefs Produce,2177,KALE GREEN SHREDDED FINE HC,lb,,1,1,lb,1/10/24,7.25
"Produce, Salad Mix, Kale, Shredded",Lea James Hot Chicken,GORDON FOOD SERVICES,619052,KALE SHRD BLND,cs,ea,4,1.5,lb,11/29/24,17.3
"Dry Goods, Ketchup Packets",Lea James Hot Chicken,"JAKES, INC.",INDV98,KETCHUP~33% FANCY PC GOURMET,cs,each,1000,1,each,6/4/25,31.09
"Dry Goods, Ketchup Packets",Lea James Hot Chicken,"JAKE'S, INC.",INDV98,KETCHUP 33%  FANCY PC GOURMET,cs,each,1000,1,each,6/2/25,31.09
"Dry Goods, Sauce, Tomato Ketchup, Jug",Lea James Hot Chicken,"JAKES, INC.",TOMP53,KETCHUP FCY 33% JUG PLASTIC,ea,,1,114,oz,5/16/25,8.11
"Dry Goods, Sauce, Tomato Ketchup, Jug",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,KETCHUP  JUG CQ,each,,1,114,oz,5/20/25,6.99
,Lea James Hot Chicken,GORDON FOOD SERVICES,820803,KETCHUP PKT 1000-9GM BRICK,cs,ea,1000,1,ea,11/29/24,30.55
"Dry Goods, Sauce, Tomato Ketchup, Jug",Lea James Hot Chicken,US Foods,7321458,KETCHUP  TMTO 33% PLST JUG,cs,,6,114,oz,7/25/24,40.54
,Lea James Hot Chicken,US Foods,6002398,KETCHUP  TMTO FCY 33% SS FOIL,case,each,1000,1,count,8/22/24,36.29
"Dry Goods, Ketchup Packets",Lea James Hot Chicken,"JAKES, INC.",9329384,KETCHUP TOMATO FANCY 33% SS,cs,ea,1000,1,ea,6/9/25,31.79
"Dry Goods, Ketchup Packets",Lea James Hot Chicken,US Foods,9329384,"KETCHUP, TOMATO FANCY 33% SS FOIL",cs,each,1000,1,each,7/2/25,31.79
,Lea James Hot Chicken,US Foods,3916249,"KIT, CfLY 98P K-F-S NAP HU ELK250 EA MOMOGRAH",cs,,250,1,each,10/16/23,45
,Lea James Hot Chicken,US Foods,8916249,KIT  CTLY S P K-F-S NAP HW BLK,case,,1,250,each,9/2/24,27.63
,Lea James Hot Chicken,US Foods,8917627,KIT  CTLY S P K-F-S NAP HW BLK,cs,,1,250,each,4/8/24,30.97
Non Con KIT CUTLERY BLK HVY,Lea James Hot Chicken,US Foods,NAPS42,"KIT CUTLERY BLK HVY WOLFyK,S,",ea,,1,250,ct,6/27/25,28.02
,Lea James Hot Chicken,"JAKE'S, INC.",NAPS42,"KIT CUTLERY BLK HVY WT F,K,S",cs,,1,250,ct,3/7/25,28.02
Non Con KIT CUTLERY BLK HVY,Lea James Hot Chicken,"JAKES, INC.",NAPS42,"KIT CUTLERY BLK HVY WT F,K,S,",cs,,1,250,count,6/9/25,28.02
,Lea James Hot Chicken,Jorge Garza,58897_XC10001126,Knorr Chicken Base,cs,,1,1,,8/28/24,8.55
,Lea James Hot Chicken,Jorge Garza,58897_XC10803448,"Kosher Salt | Morton""""""",cs,lb,8,3,lb,11/23/24,42.5
,Lea James Hot Chicken,"JAKE'S, INC.",ROLP69,LABEL 2X4 SHELF LIFE,cs,,1,1,,6/10/24,20.01
,Lea James Hot Chicken,"JAKES, INC.",ROLP69,LABEL 2X4 SHELF LIFE REMOVABL,cs,,1,500,,2/17/25,20
"Dry Goods, Shortening, Pork Lard",Lea James Hot Chicken,"JAKE'S, INC.",OILS49,LARD PURE LAUREL NON,ca,,1,50,lb,5/26/25,65.34
"N/A Bev, Soda, Jarritos, Tamarind",Lea James Hot Chicken,"JAKES, INC.",OILS49,LARD PURE LAUREL NON DEODORIZ,cs,,1,35,lb,6/9/25,68.29
"Dry Goods, Shortening, Pork Lard",Lea James Hot Chicken,US Foods,OILS49,LARD PURE LAUREL NON DEODORIZ00751884180776,cs,,1,50,lb,6/30/25,68.29
"Dry Goods, Chicken  Breading, Lea Jane Recipe",Lea James Hot Chicken,ALTAMIRA LTD.,32165,Lea Jane's Chicken Breading 50Ib,cs,,1,50,lb,3/19/25,94.85
"N/A Bev, Lemonade, Sweet, Pure",Lea James Hot Chicken,"JAKE'S, INC.",DMIX11,LEMONADE SWEET BREW PURE,cs,,1,1,each,1/23/25,74.18
"N/A Bev, LEMONADE SWEET BREW PURE",Lea James Hot Chicken,"JAKES, INC.",DMIX11,LEMONADE SWEET BREW PURE,cs,each,8,55,oz,5/30/25,81.96
,Lea James Hot Chicken,MJ Sweet and Cake,101841_XC55487,Lemon & Blueberry Cake,cs,,1,1,ea,8/16/24,32
"Produce, Lemon, Fresh",Lea James Hot Chicken,US Foods,3551421,LEMON  FRESH REF,ca,,1,10,lb,7/29/24,24.41
"Produce, Lemon Juice",Lea James Hot Chicken,Jorge Garza,58897_XC48718,Lemon Juice,ea,,1,0.5,gal,1/6/25,6.99
"Dry Goods, Lemon Pepper",Lea James Hot Chicken,Jorge Garza,58897_XC8039659,Lemon Pepper,cs,,1,1,lb,11/25/24,7.95
"Produce, Lettuce, Living",Lea James Hot Chicken,"JAKE'S, INC.",PR3001,LETTUCE KALERA KRUNCH LIVING,cs,,1,18,count,2/21/25,26.4
"Non Con, Lids, Clear Cups 24oz",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,LID CLR SLT,cs,ea,100,1,each,3/10/25,5.06
,Lea James Hot Chicken,US Foods,1222636,LID  CUP SFLE 2 Z FLAT PLA,cs,sleeve,10,100,each,4/21/23,68.89
,Lea James Hot Chicken,US Foods,9395021,"LID, PA FULL SZ FLAT ALUM",cs,,1,50,each,4/11/23,49.1
,Lea James Hot Chicken,GORDON FOOD SERVICES,796010,LID PRTN SOUFF 1.5/2/2.5Z,cs,ea,24,100,ct,11/14/24,46.34
"Non Con, Lids, 1.5-2oz, Souffle, Clear",Lea James Hot Chicken,US Foods,SOFL35,LIDS 1.5-20Z SOUFFLE CLR PET,cs,ea,125,20,ct,6/23/25,34.49
"Non Con, Lids, 1.5-2oz, Souffle, Clear",Lea James Hot Chicken,"JAKE'S, INC.",SOFL35,LIDS 1.5-2OZ SOUFFLE CLR PET,cs,ea,20,125,count,4/14/25,32.89
"Non Con, Lids, 1.5-2oz, Souffle, Clear",Lea James Hot Chicken,"JAKES, INC.",SOFL35,LIDS 1.5-2OZ SOUFFLE CLR PET,cs,each,20,125,count,5/20/25,34.49
,Lea James Hot Chicken,"JAKES, INC.",MSLB27,LIDS FOR CLR CUPS FITS,cs,,1,1,each,3/11/25,33.85
"Non Con, Lids, Clear Cups 24oz",Lea James Hot Chicken,"JAKE'S, INC.",MSLB27,LIDS FOR CLR CUPS FITS PCUP,cs,ea,10,250,ea,4/14/25,33.85
"Non Con, Lids, Clear Cups 24oz",Lea James Hot Chicken,"JAKES, INC.",SFCT06,LIDS H TRANS NO VENT 20,ea,,1,1000,ea,2/17/25,44.64
,Lea James Hot Chicken,"JAKE'S, INC.",SFCT06,LIDS H TRANS NO VENT 20 SERIE,cs,,1,1000,count,7/29/24,42.51
"Non Con, Lids, 1.5-2oz, Souffle, Clear",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,LID S/TBL1/2,pack,ea,10,1,each,3/28/25,6.47
"Produce, LIMES MEXICO #1",Lea James Hot Chicken,US Foods,4667424,LIME  #1 GRD 200 CT FRESH REF,cs,,200,1,each,8/5/24,32.52
"Produce, LIMES MEXICO #1",Lea James Hot Chicken,Chefs Produce,644,Limes ,each,,1,1,each,4/23/24,27.57
"Produce, Limes, Fresh",Lea James Hot Chicken,RESTAURANT DEPOT,44313,Limes - 5 lbs,cs,,1,5,lb,5/28/25,7.69
"Produce, LIMES MEXICO #1",Lea James Hot Chicken,Chefs Produce,645,LIMES MEXICO #1,cs,,1,200,count,10/13/23,36.43
,Lea James Hot Chicken,US Foods,3222809,LINER  33 GAL 33X39 BLK 1.5,cs,cs,1,100,each,9/1/23,1.77
,Lea James Hot Chicken,US Foods,5329594,LINER  60 GAL 38X58 BLK .9 MIL,case,,1,100,each,5/26/23,47.12
"Non, Trash Can Liner, Black",Lea James Hot Chicken,"JAKES, INC.",GLIN18,-LINER 60 GAL BLK 38X58 2ML 00753182176482,cs,,1,100,count,5/23/25,53.96
"Non Con, Basket Liners",Lea James Hot Chicken,GORDON FOOD SERVICES,528082,LINER BASKET 12X12 RED CHK,cs,,1,1000,ea,11/8/24,23.65
,Lea James Hot Chicken,US Foods,511550,LINER  BSKT 12X12 RED CHKRD,cs,ea,5,1000,each,12/31/24,100.48
,Lea James Hot Chicken,"JAKE'S, INC.",GLIN18,LINER CAN 60 GAL 38X58 2ML,cs,ea,1,100,each,4/28/25,53.96
,Lea James Hot Chicken,Pereyda Produce,187244_XC8957698,Manzanilla,cs,,1,1,pack,4/30/24,5
"Dairy, MARGARINE, BUTR BLND SOLID",Lea James Hot Chicken,US Foods,6417284,"MARGARINE, BUTR BLND SOLID",cs,ea,30,1,lb,6/9/23,55.05
"Dry Goods, Masa",Lea James Hot Chicken,La Reyna Tortilla,166838_XC8951830,Masa Lb,lb,,1,1,lb,4/30/24,1.25
"Dry Goods, Masa",Lea James Hot Chicken,FIESTA MART,66869_XC8952007,MASECA BLUE,cs,,1,2.2,lb,4/24/24,3.59
"Dry Goods, Corn Flour",Lea James Hot Chicken,FIESTA MART,66869_XC8484412,MASECA CORN FLOUR,cs,,1,1,ea,4/24/24,4.24
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,Jorge Garza,58897_XC11725428,Mayo,each,,1,1,gal,3/15/25,12.95
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,RESTAURANT DEPOT,36243,MAYO CHEFS QUALITY 1GAL,each,,1,1,gal,4/22/25,10.33
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,MAYO CHEFS QUALITY 1GL,cs,ea,4,1,gal,4/15/25,38.99
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,"JAKES, INC.",7329113,MAYONNAISE EXTRA HEAVY PLAST,ea,,1,1,gal,3/13/25,16.46
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,"JAKE'S, INC.",6328157,MAYONNAISE EXTRA-HEAVY PLAST,ea,ea,1,1,gal,6/2/25,15.15
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,"JAKES, INC.",6328157,MAYONNAISE EXTRA-HEAVY PLAST,cs,,1,1,gal,6/9/25,15.57
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,"JAKE'S, INC.",MAYO02,MAYONNAISE HEAVY DUTY,ea,,1,1,gal,2/21/25,10.88
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,"JAKES, INC.",MAYO32,MAYONNAISE HEAVY DUTY,ea,,1,1,gal,3/11/25,12.47
